	target_text	input_text	prefix
1735148	__id__A8-giga-en.clean.ol	said thursday that it will prosecute five senior executives of a copper mining firm held responsible for a massive waste leak that has killed aquatic life in a central philippine river     justice secretary teofisto guingona ordered state prosecutors to file criminal charges against marcopper mining corp     s chief executive john loney     a united states citizen     its resident manager steve reid     an australian     and three filipino senior managers     guingona told reporters all five will be charged with     reckless imprudence     resulting in damage to property     falsification of public documents and violation of the mining code and pollution laws     the first charge carries a maximum penalty of six years in jail     marcopper  s tailings pit leaked tonnes of mine refuse into the boac river in marinduque island last month     the company     which is     percent owned by placer dome holdings inc    of canada     has denied government allegations that it violated mining and anti   pollution laws     url   af	genre
38568	__id__A01-discuss-hyper-sample.ol	or not   until then    you believe what you want   nobody cares   stupefying incompetence   you can t expect people to move into suitable housing that isn t there    overnight   grant shapps     don t get me started   arrogant    sly little twt   who let him grow up   ids     thick as pig shit   how did they get to be in charge of anything    let alone people s lives   this isn t a policy   it s shameless bullying   how many  spare  bedrooms do all members of the cabinet have i wonder   how many  spare  houses come to that   hateful    vindictive and wrong   and how many of those houses have been paid for by the tax payer   dont be so fatuous     the question you should ask yourself is why social housing was provided     and if you don t accept the premise that social housing is based on     then you will want the nhs abolished also   the taxpayer is contributing loads to the    housing    of mps via their expenses payments   no you misunderstood her    she was referring to the second homes of ministers being paid for by the taxpayer   incidental	genre
1733765	__id__A8-giga-en.clean.ol	he georgian parliament tuesday     would run for years     the deal        georgia  s first major outside investment project since independence in        completes a plan announced by the consortium     known as the azerbaijan international operating company aioc     in october     it is one of two export routes the aioc pledged to construct for early oil from its concession of three large caspian offshore fields     the early oil            barrels per day to be produced from an existing soviet   era platform        is set to begin flowing next year     the other of the two aioc export routes     via russia     was finalised in an agreement signed in january     unlike russia     which is paying for its own pipeline renovations     cash   strapped georgia has agreed to waive all but token transit fees for years in return for outside financing for construction     georgian authorities describe the early oil pipeline as a dress   rehearsal for a much larger project planned for early next century     when productio	genre
531776	__id__A17-review-sample.ol	es of eviction actions    such an alternative is negotiating with the tenant hisher vacating the premises    an important chapter covers the issues of employee relations if you own a multifamily building you will most likely have employees    maintenance and securitysafety    security and safety issues cannot be minimized and the property owner should do the utmost to keep the property safe for both employees and tenants    indeed    safety may be the most important single duty of a property manager    in the area of commercial property management    particularly since     tenants pay huge pass alongs in rent to assure tight security    so too    in residential property    security is a crucial issue    there should be a good system to be buzzed in with exterior doors that lock and cannot be opened by intruders    lead paint    asbestos and other potential hazards must be addressed    not only as a matter of good management but as a matter of law    osha and other regulations protect employees and must be comp	genre
722859	__id__A17-review-sample.ol	as i hold a phd in organization and management    all these rules    caveats    and plain common sense are distilled into quite an entertaining read on a long flight or sitting in a airport    hmmm             her first case study with the on   line tracking mechanism sounded like a good idea    but apparently it got canned when it worked too well and cost ups and fedex too much money due to their delivery mistakes    so it goes    however    ebay has bought paypal and they are offering essentially the same deal if your item paid at an ebay auction whether via bank account or cc physical merchandise only    is not what was represented or arrives late    you get the transaction revoked    your money is returned    and the seller has to deal with the problem and the buyer is absolved    they charge agout of the value for the insurance    ebay is the best of the best and even though the authors have used big names of corporate america    the lessons learned can be applied to almost any business    recommended	genre
172631	__id__A16-wiki.ol	oods       morita held that we can no more control our thoughts than we can control the weather    as both are phenomena of most amazingly complex natural systems    and if we have no hope of controlling our emotions    we can hardly be held responsible any more than we can be held responsible for feeling hot or cold    we do    however    have complete dominion over our behavior    and for morita    that is a sacred responsibility       what needs doing now       is like a mantra in his methods    do what needs doing     one can feel crushed and alone or hurt and homicidal while pulling up the weeds in your garden    but one would not be doing it at all if one had not intended to raise flowers    morita s way of treatment is very different from the western diagnosisdisease model    morita s methods lead his    students    through experiments    and in each assignment    the lesson is not explained by a master    but learned first hand    through the    doing    or taiken    that knowledge gained by direct experience    karen horney    an	genre
143450	__id__A11-icwsm09stories.real.ol	rmined position     armed with this information     council then needs to make the decisions they were elected to     lead     follow or get the hell out of the way     as things stand now     it certainly seems like the majority of council  s current occupants have already opted for the     get the hell out of the way     option     many voters would agree and will be happy to oblige them come november     outside aid called for blight backlog city hires expert to advise on unsightly abandoned property sarah sacheli     windsor star published thursday     july     francis said he approached makuch     of toronto law firm cassels brock     before writing a report to council recommending his services be enlisted         i just said to him      here  s the problem           in a letter back to the city and included in a report adopted by council in may     makuch said he would study all municipal and provincial legislation and outline the pros and cons of alternative courses of action         the problem is a very inte	genre
21466	__id__A01-discuss-hyper-sample.ol	ling with ridiculous situations   atos    ae    etc etc   people who are dealing with some of the benefit systems are being paid huge sums and failing miserably   by the way the ceo is allegedly being paid k a week for failing   we    the tax payer    are paying more to atos that the whole of the disability budget   you are paying politicians for second homes    groceries to the tune of a week    etc etc   obviously don t mind paying them for being part timers   to get down to the nitty gritty   people cannot move to smaller homes because there aren t enough of them available   what is it that you just cannot get your head around   i could go on but why bother   you just do not want to understand    do you      i m alright jack    pull up the ladder i m fireproof      plenty of money coming in and yet still want more and more and more   but some poor bugger who cannot get a job due to this government messing up our economy    who cannot move because there is nowhere to move to and you want to shunt himher out   people on benef	genre
1723391	__id__A7-stackexchange-sample.ol	hich means i cannot cancel and get my money back it states that if i cancel    i still lose the money    however    my card was rejected because a payment i was supposed to get was late    i thought i had lost the booking as i was not able to fix the issue within hours as i was urged to do in the email i received    so i booked again when i actually received the money    but now it looks like i have made the booking twice    has anyone ever been in this situation    does anyone have any advice on what i could do    update i emailed booking   com via the contact form on their website and they contacted the property who have fortunately agreed to waive the cancellation fee for my second booking    now that happened to be the one they had already taken the money for    but i got my money back within a couple of days and i made sure there were money in my account for them to take for the first one    thank you    a contact booking   com customer service and explain your error    they may choose to help y	genre
33146	__id__A01-discuss-hyper-sample.ol	e not ejected from at a months notice   where there children can stay in the same school for more than years    for example   it works in other parts of europe    and is good for both tenant and landlord   whilst it s understandable that you defend the side of a landlord if you are a landlord    it would be unreasonable not to take the tenants non   rights into consideration   it s not entirely ethical    laziness does play a part   i could mitigate the ethical part by being a nice landlord   but it s hard to square a financial investment that s dependent on house prices increasing    with a personal conviction that they cost too much and a reduction in prices would be a good thing   thank you anyway    not totally incompetent    the uk economy is picking up better than several european ones   what would balls have done differently   hey    self   employed    you need to get on board with a private pension it s a great way to ah   hem    manage    your tax liability   of course commenters on here wont like that concept but hey i	genre
7758	__id__A01-discuss-hyper-sample.ol	o your preferred option   you don t need to tell me you re not being serious here   you didn t read my post properly   the answers were yes well    not happy    but i d accept it with a caveat    and yes he who pays the piper   as for your analogy with house insurance    your house insurance doesn t agree to pay rent forever on a property larger than you need if your house burns down    so the comparison makes no sense   i m not forgetting how you started the discussion    but several posters have enlightened you as to how    here in the real world    it would not    remove the problem    at all   you ve demonstrated at every turn that you don t understand the issue    you have little   to   no clue about social housing and have done precious little research into the policy being discussed   you then presume to lecture others on the subject and get defensive when people drive tank columns through the holes in your reasoning   that s because people who live in private rentals have a choice about the property in which they	genre
179858	__id__A16-wiki.ol	states navy    in early     a group of    home makers    called the    happy hour social    organized    semi   weekly smokers    on board     the name    happy hour club          happy hour social club       and similar variants    had been in use as the names of social clubs    primarily by women s social clubs    since at least the early s    by june     the crew of arkansas had started referring to their regularly scheduled smokers as    happy hours       the    happy hours    included a variety of entertainment    including boxing and wrestling matches    music    dancing and movies    by the end of world war i    the practice of holding    happy hours    had spread throughout the entire navy    the idea of drinking before dinner has its roots in the prohibition era    when the th amendment and the volstead act were passed banning alcohol consumption    people would host    cocktail hours       also known as    happy hours       at a speakeasy before eating at restaurants where alcohol could not be served    cocktail lounges continued the trend	genre
1724346	__id__A7-stackexchange-sample.ol	pal on a tourist visa    there is a    day visa on arrival    and then it can be extended once in the country    and then maybe there are other ways to extend it again    all told    what is the longest continuous or nearly continuous time i could stay on a tourist visa in nepal    a days    from early august to late may    with days in each year    here s how a tourist visa   on   arrival is given for days at the border and can be extended to up to days per visa year in the department of immigration office in nepal    the visa year is incidental with our jan     dec calendar year    so by entering the country days before the end of the year    you can stay until days into the new year as well    together days    for reference    see for example this page of nepal s embassy in japan the tourist visa shall be granted for a period in maximum of days in a visa year visa years means january to december    if any foreigner who has entered into nepal towards the end of	genre
1723241	__id__A7-stackexchange-sample.ol	ard information and share it with the hotel    from this post on facebook    agoda and its sister site booking   com saved his credit card information and shared it with the hotel he had chosen    my friend also shared the same experience when she stayed in myanmar    when she wanted to extend the stay    the hotel s staff pulled the paper with all of her credit card information to charge her additional cost    is this practice common in booking services    second question should this question be moved to law se       from what i read in information security se    those services aren t allowed to save this information i will link to is se later    can we do anything to prevent this practice    a yes    almost every single hotel booking service will pass your credit card to the hotel as it lets them place a hold on your credit card in advance or charge it if you don t show up    some services might be a bit smarter and let the hotel charge you without letting them see the actual card number    which	genre
482615	__id__A17-review-sample.ol	it all    mac addict is ok but only because our choices are so slim    mac user was always the best and i couldn t bother renewing macworld after they got nasty with my late payment after i bought it for almost years    i quit buying macaddict because of all the free disks    they were full of buggy freebies and ii turned me off    to keep up with macs    read the ny times in the circuits section and david pogue s column    web site    also    if you can afford the wall st journal    read walt mossberg for all techy things    he gives a fair review and answers any questions he can    mac pc    camera    the wash post on line has a good tech writer for mac stuff   we reallt don t need a magazine with the web    happy mac   ing and order tiger    i just got my new ipod photo gig and a gig shuttle which i use every day in the gym    buy applecare and apple will cover the probably batteries    i have an original ipod gig in and the battery still works and i abused it on many plane trips    it still runs and is	genre
1732729	__id__A8-giga-en.clean.ol	y wilshire boulevard to hoist the banners     protests were carried out in four us cities monday     the day the bank of california and union bank merged     making it the fourth largest bank in california with more than billion dollars in assets     in san francisco     activists attached themselves to half   tonne cement blocks to blockade the entrance of the bank of california     and climbers scaled the mitsubishi building in manhattan     where they hung banners     in portland     oregon     two climbers rappelled from the top of the    story downtown bank of california tower and unfurled a giant banner saying         stop corporate forest destruction     boycott mitsubishi  s bank of california         paul martin     one of the climbers for the rainforest action network     talked on his cellular telephone with agence france   presse while hanging    feet up under the fronds of a beverly hills palm tree         i am willing to take the risk         he said when asked about his hike up the tree where he spent the better	genre
143966	__id__A11-icwsm09stories.real.ol	ers realtor told them that she could not sale them this house in good conscience     so does that make us bad parents for living here with our five children     please     there are bad people everywhere     we live in a cruel world     you ca n t live your life in fear     anyway     i did not just share this to get peoples rude comments     although i  m sure people will still choose to share some anyway     we were not aware of the sex offender living here     we now know exactly which house he lives in and who he is and some details of what he was charged with and the time he served in jail     we certainly did not expect this to happen     oh     did i mention i started packing monday and withdrew logan from his pre   k program so we could get our deposit back     talk about an emotional day     in turn we were forced to terminate the contract we had on our new house     big bummer     very sad     we only thought we were moving to the valley     sorry fam back to oklahoma     we have days left on our con	genre
145450	__id__A11-icwsm09stories.real.ol	only go once a year and we  ve used our quota for the year     it  s been a glorious day and night     you would think i would have more of these since the kids are in school till pm everyday     but something about juggling school and work all before the pm pickup makes everything so rushed     our weekends are working days for me     with the kids activities and parties     so today     it was glorious to sleep in     to be woken up naturally instead of the pitter patter of feet     to read a little in bed     to still do our morning saturday ritual at cafe borrone  s and drink a cup of borgia and journal     i actually went into keplers and browsed instead of watching the clock feeling guilty that enoch is reading to them and me scanning the aisles     it was wonderful to pass by norstrom and decide on the fly to go in     to return clothes and buy clothes and go to a garage sale     to come home and make a salad and stretch out in front of the tv before i settle into some work for a client     the sun feels	genre
138146	__id__A11-icwsm09stories.real.ol	d think its a neat little application for creating quick sms campaigns     you can tag items in the physical world and create badges like the one you see alongside and have people doc in a key word for more details     for instance     if you doc the word shish to you will get details about my blog     think about that in terms of a product campaign     a banner ad or even subway ads     i could potentially have a badge like this one on a car or house i  m selling and have people doc the keyword to get more details of the productservice     when you sign up at tagga     com     you can create a standard sms campaign send any web content instantly to your mobile subscribe to news feeds and get the data on your mobile advertise make money by publishing with tagga tools on your website follow other fellow taggers this is an interesting concept for retailers     manufacturers to quickly create a campaign and reach out to customers     i also see this as a possible way to advertise my productservice at e	genre
180395	__id__A16-wiki.ol	the metal was sourced from melted   down cannons    it was intended that    in the event of james  victory    the coins could be exchanged for real silver coins    they were also stamped with the month of issue so that soldiers could claim interest on their wages    as james lost the war    that replacement never took place    but the coins were allowed to circulate at much reduced values before the copper coinage was resumed    sweden in sweden    between     million coins with the nominal value daler silver were manufactured    but made in copper    with a much smaller metal value    all silver coins were collected by the government    which replaced them with the copper coins    they were called ndmynt    emergency coins       this was done to finance the great northern war    the government promised to exchange them into the correct value at a future time    a kind of bond made in metal    only a small part of this value was ever paid    belgium throughout the ger	genre
12683	__id__A01-discuss-hyper-sample.ol	you either   hey wow   you ve just discovered supermarket loyalty cards   well done   you finally caught up with the st century     only years late    firstworldproblems   i don t recall ever reading such utter rubbish in the guardian   having had a macbook air on points redeemed my amex points for  pc world gift voucher and numerous business class flights    on long haul holidays    i can hand on heart say you can drag my loyalty cards from my cold    dead hands   i m sorry to hear you lack the discipline and organisational skills to make these cards work for you    but i would also like to assure you this isn t a problem shared by the rest of us   having had a macbook air on points redeemed my amex points pc world gift voucher and numerous business class flights    on long haul holidays    i can hand on heart say you can drag my loyalty cards from my cold    dead hands   but you didn t get these things  free  as you seem to think   you well and truly paid for them and them some in advance with inflate	genre
38574	__id__A01-discuss-hyper-sample.ol	d cash help in anyway and those who do not fully understand the policy and its true purpose    at the terrible peril of those who now find themselves the ones baring the brunt of the national debt    under the guise of housing issues    now bare the full blunt of this through no fault of their own    and now find themselves trapped with nowhere to   ask yourself this   if this policy is about housing needs and under occupancy    why does someone who pays a full rent    themselves    then be classed as not under occupying and face no penalty or are asked and encourage to downsize or move to private accommodation    if they cannot downsize you   if this was a housing issue you would be classed as either under occupying or not    whether you pay a full rent or not   under this policy you are only under occupying if you claim a housing benefit   so if no one claimed housing benefit    no one would then be classed as under occupying their home   so where does the housing issues and needs really come into this    they dont	genre
10403	__id__A01-discuss-hyper-sample.ol	ahacrashy crashyhey sheepeuro     you didn t used to be a teletubbie did you       crashy crashy    sounds a little like the sort of words in that show   i only watch it with my kids    honestly   why don t surveyors and lenders just start valuing property at what it s worth    rather than what some estate agent spiv in a shiny suit has deceided it s worth   using regulatory bodies such as rics and fca there is the means to do this   sadly there is no will to do it   a property    like anything else    is worth whatever someone is willing to pay for it   a rics surveyor will probably have to sign off a valuation survey for anyone requiring a mortgage    and other nearby sales will be a factor in the valuation   its self perpetuating   yes and no   property is quite unlike most other things   it generally is worth whatever someone is able to borrow   if banks started lending people on k incomes million then house prices would rocket    and those same surveyors would be valuing terraced houses at m   if the amount of money	genre
1722531	__id__A7-stackexchange-sample.ol	oth    bank account a     salary account till may bank account     opened in june and actively credited with salary    same query goes to payslips details as well    payslips from company a     till april    received may salary along with full and final in june    payslips from company     from june     current months    a instead of mentioning all the details    you can add the following documents appointment letter of the current company which needs to have the joining date pay slips of the current company months pay slips of the previous company prev    months noc letter from your current company bank statements of both the banks for the previous months i have had a job change recently too    so    i submit my appointment letter along with the bank statements for my visa applications    so that the multiple banks in my statements are answerable    should i mention that    i have salary account was changed from bank    a    to bank    b       and so i am attaching details of both    the ap	genre
1738514	__id__A8-giga-en.clean.ol	that securing congressional backing for the program would be difficult     rubin was addressing a meeting of the    member development commitee of the world bank and the international monetary fund here     at the top of the agenda was a controversial proposal from the two institutions to ease the burden of between eight and of the world  s most heavily indebted impoverished countries     the plan would offer beneficiaries who adhere to economic reform policies during a six   year period substantial relief from the bank     the imf and bilateral creditors in the paris club     but rubin made clear that the bank and the imf should put up their own funds for the initiative     although he agreed that the paris club could consider supporting the effort by writing off additional debt         we feel strongly that the multilateral institutions should contribute their own resources toward this effort and that the success of the program should not depend on contributions from bilateral donors     which in the	genre
139264	__id__A11-icwsm09stories.real.ol	ally wanted to live     we left a place we loved     sacrificing friends and desires     for a place that promised us more opportunity     we were young     smart     professional     upwardly mobile     financially responsible     we had one old wreck of a truck     little cash     lots of good credit     and what  s more     we understood our limitations     knowing the level of house we would be offered by the loan any bank would be willing to provide us     we nevertheless selected a conservative little home in a transitional neighborhood     we did our homework     balanced our budgets     cut corners where we had to     and secured the best loan possible     from a competitive and highly competent lender     we bought our first home           all square feet of the dull little modern ranch   style fabrication     in the summer of that year     the local newspaper ran a story of another young couple who had just bought their first home in the portland metro area     by that time real estate here was booming     portland being con	genre
173752	__id__A16-wiki.ol	ns of success    western approaches to life are adopted and traditional economic structures and values are abandoned    a second assumption is that poor countries cannot modernize without money and advice from abroad    a number of intellectuals in developing countries have argued that the world bank is deeply implicated in contemporary modes of donor and ngo driven imperialism and that its intellectual contribution functions    primarily    to seek to blame the poor for their condition    defenders of the world bank contend that no country is forced to borrow its money    the bank provides both loans and grants    even the loans are concessional since they are given to countries that have no access to international capital markets    furthermore    the loans    both to poor and middle   income countries    are at below market   value interest rates    the world bank argues that it can help development more through loans than grants    because money repaid on the loans can then be lent for other projects    criti	genre
30500	__id__A01-discuss-hyper-sample.ol	n rights monitoring   it s the only thing that might save this country from sliding back into the nineteenth century    as far as welfare is concerned   i hope that the government wakes up and realises that this is the poll tax all over again   i share your hope   even people i know who are not affected by this policy are blurting out without any input on the subject from me that it is unfair and ridiculous in its implementation   sometimes it seems like the tories don t understand why anyone would formulate an opinion without being paid for it   they re that lazy   thank goodness for independent human rights monitoring   it s the only thing that might save this country from sliding back into the nineteenth century    as far as welfare is concerned   we can but hope    but what chance does an external human rights monitor have against an english middle class content to see the lower economic stratum of society suffer greatly    so that middle england can carry on regardless   it s not just the government    that	genre
138173	__id__A11-icwsm09stories.real.ol	oceries away     i got on the computer     after about minutes i got a doc     i pulled my phone out of my pocket and to my horror     the screen was broken     like when you bust a calculator     i was mortified     today i called att     and after answering a few questions     i was connected to laura at att  s insurance customer service     she said     so you  re filing a claim on your htc     that must be so devastating for you             you have no idea     then she went over some technical mumbo jumbo         do you understand and comply with these terms             yes i do         okay     your new htc should arrive at your billing address in two business days         sounds great thank you very much         have a great day        click long story short     getting insurance for your att phone only costs     a month i paid a     deductible and i am getting a new tilt in two business days    and i had a refurb tilt           now i am getting a brand new one     	genre
1733662	__id__A8-giga-en.clean.ol	the vehicle before it mounted a sidewalk and killed kinjo  s wife rojita and the two girls     aragaki said the defendant was covered by compulsory car insurance which provides for payouts of million yen for people killed in traffic accidents     but added it is unusual for okinawans to seek additional damages         it is very rare for okinawans to file for damages in traffic accidents involving us soldiers     who are generally thought to be incapabale of paying         in our case     we also think the defendant is incapable of paying     what we  re aiming to do is get the united states government to pay an amount of compensation which is deemed appropriate by the district court         aragaki said         we want political consideration from the american government in paying compensation in such cases as they used to pay only to percent of damages         he said     noting that there were traffic accidents caused by american soldiers in okinawa     up from the previous year     	genre
178621	__id__A16-wiki.ol	en by the player    card counting allows players to bet more with less risk when the count gives an advantage as well as minimize losses during an unfavorable count    card counting also provides the ability to alter playing decisions based on the composition of remaining cards    card counting    also referred to as card reading    often refers to obtaining a sufficient count on the number    distribution and high   card location of cards in trick   taking games such as contract bridge or spades to optimize the winning of tricks    basics the most common variations of card counting in blackjack are based on statistical evidence that high cards especially aces and s benefit the player more than the dealer    while the low cards    s    s    s    and especially s help the dealer while hurting the player    a high concentration of aces and s in the deck increases the player s chances of hitting a natural blackjack    which pays out unless the dealer also has blackjack    also    when	genre
510832	__id__A17-review-sample.ol	robert allen s previous book    multiple streams of income    is excellent and i can t say enough good things about it    this one was a major disappointment in comparison    he talks about the same rehashed internet marketing strategies that everyone else does    creating email lists    newsletters    blah    blah    blah          the most disappointing thing about robert allen        and i lost so much respect for him over this        is that he demonstrates how to get a bunch of people to order his product within minutes of putting out an email blast    what s stupid about the whole thing    and demonstrates that he s a snakeoil salesman scam artist    is that what he s selling by email is a course on how to make money on the internet         so how do you make money on the internet    according to robert allen    by selling courses showing people how to make money on the internet is the only way to make money on the internet    that s a scam    how does he sleep at night    don t buy this book    it s a waste of money	genre
179500	__id__A16-wiki.ol	ganized crime    increase the likelihood for corruption    which in conjunction with the stress and isolation could result in alcoholism    there can be some guilt associated with going undercover due to betraying those who have come to trust the officer    this can cause anxiety or even    in very rare cases    sympathy with those being targeted    this is especially true with the infiltration of political groups    as often the agent will share similar characteristics with those they are infiltrating like class    age    ethnicity or religion    this could even result in the conversion of some agents    so resettling back into the normal police role requires the shedding of old habits    language and dress    after working such free lifestyles    agents may have discipline problems or exhibit neurotic responses    they may feel uncomfortable    and take a cynical    suspicious or even paranoid world view and feel continually on guard   ref name   referencea    plainclothes law enforcement undercove	genre
