	target_text	input_text	prefix
4339	s the world's superhero champion for freedom and human rights and moral goodness when its strategic goals are about maintaining its position of power and superhero image ,  while economically ,  politically ,  socially within its own borders ,  it repeatedly shows its priorities to be about empowering the wealthy and corporations ,  building a society that glorifies survival of the fittest and the outdated  " alpha "  type of leadership that scientific research on the brain and human interactions is showing to be primitive and backward ,  while doing the same in the international sphere . no problem . the uswill likely do nothing as obama finally starts earning his nobel peace prize . don't worry ,  you supply just the kind of argument necessary for assad to kill with impunity . obama is a traitor to the us's image as the superhero . it must hurt . never mind that his superhero plan would not have removed cw from the picture ,  would not have stopped conventional weapons being used to kill civilians ,  empowered jihadi	human power image building society type research human international problem image plan	expand
14832	doubt it . the labour amendment only echoes the government motion with further demands that the un weapons inspectors have the 'necessary opportunity' to report to the security council on their findings . but nobody has denied that the un inspectors would not be given the opportunity . the usa has not indicated that the un inspectors would not be given the opportunity to present their findings . all of the 'conditions' laid down by labour could be met easily enough if washington decides military strikes have a 'legal basis in international law . apart from iraq ,  and even then international law was invoked to justify it ,  all britain's wars have been justified by upholding international law . the wording of the labour amendment is twaddle . they are calling for 'a legal basis' for an action and that could be provided easily enough . the real argument is not really only about a possible 'basis' international law but about the power political consequences of any military strike . ultimately ,  the labour lead	labour government report council opportunity opportunity labour international law international law international law labour provided real international law power labour	expand
1980	or my voice  .  i am not a journalist  .  i am a social commentator and scholar  .  and so i agree with cnn that it is best that we part ways  .   "  though cnn has not fully explained why it let griffin and aslan go  ,  the sticking point appears to be their vulgarity  ,  not their partisan views  .  both aslan and griffin have been longtime critics of the president  ,  and at cnn they did not serve as journalists  .  griffin was the comic foil to anderson cooper on the network's new year's eve program  ,  known for her shock comedy and lewd jokes  .  aslan was the host of believer  ,  a travel documentary featuring the world's different religions  .  neither had much involvement in cnn's news operation  -  which itself employs partisan pundits to debate issues on - camera  .  during the election  ,  for instance  ,  cnn hired corey lewandowski after he was fired from his job as trump's campaign manager to help viewers understand trump's perspective  .  lewandowski later resigned  .  the network also employs jeffrey lord	social part ways point travel news issues job manager network	expand
17162	tions are left unasked or unanswered ,  or when simple feelings of anger lie unsaid below a polite surface . the young people in the film were often very nervous about asking those questions or voicing that anger ,  but when they did ,  it came as a huge relief ,  and was often transformative . as for some of the more obtuse comments .  .  . err ,  no ,  i don't think having divorced parents is worse than getting blown up in syria . i've filmed people being blown up in syria ,  and feel very sure of that . yes ,  i do live with my partner's kids ,  who are great . i'm a parental figure ,  and they also have a dad . the point was  -  how does witnessing a marriage go wrong affect your own view of marriage .  " daddy and i don't share the same idea about how to be a couple any more "  covers every reason for a marriage split ,  and it's the fundamental thing your child needs to know and understand . what nonsense ! the children would not have a clue what their mother and father were on about ,  if told  " mummy and daddy don't have the same	left young people comments people live great point view child children	expand
27297	oughout history than anything else "  is just plain historically wrong . if you were to look at something that has played such a role it would have to forms of nationalism  -  'king and country' . apparent 'religious' wars have often been much more about the clash of cultural identities over things like economics or land security not exclusively about religious beliefs  -  in fact religious beliefs rarely play much of a part in wars . phillips and axelrod in the encyclopedia of wars covered conflicts in which they found had a significant religious component .  is hardly enough to justify your claim .  .  . your approach really is just a propaganda approach to history and completely worthless  -  even insulting to the proper scholarly study of history which recognises far greater complexity behind the phenomena and seeks to grapple with such things as religion and ethniccultural identity and the idea of a web of co - factors . you need to look at causal factors not just cultural lines of demarca	history role things religious religious play part found religious approach approach history study history things web	expand
33113	ng the question "  please ? it doesn't have to be about syria ,  i only used syria as i was wanted to know what the name of the fallacy i was responding to isfair enough  -  apologies for biting your head off if you were being genuine there  -  but y'know ,  it did look very suspiciously like you were trying to shoe horn some anti - us ranting into a totally unrelated thread ,  and we get that so much round here it does my bleedin head in .  .  . but anyway ,  begging the question i've tried to explain above ,  so i'll just copy paste . i'm sure my explanation is not perfect ,  but it's a start .  .  . begging the question is where you make a seemingly logical argument wherein the premise is partly contained in the conclusion so the whole thing is circular and cannot support itself . a farily common example are supposed proofs of the existence of god ,  that include god as part of their reasoning . eg ,   " i know that god exists because how else would he have made the world in seven days ?  " although it's usually a bit more subt	question head head question start question make support god include god part god made world	expand
20639	having been there myself on a far lesser scale and for entirely different reasons ,  the constant ,  predictable jokes get old really quickly . it may seem like a harmless bit of fun to the one making the joke ,  but it gets really oppressive if it happens to you . every . single . god - damned . day . and it does start to feel like bullying . but we cannot ignore the fact that johnston's chosen profession plays a role in what allegedly took place . stella probably knows all about this ,  but the role of dwarf 'entertainers' has been the centre of a pretty famous legal case ,  when the mayors of several cities in southern france tried to ban 'dwarf - tossing . 'manuel wackenheim ,  himself a dwarf 'entertainer' ,  brought a case to the un human rights committee ,  arguing that the ban was discriminatory ,  as it applied only to dwarfs . the committee decided that the french authorities hadn't in fact discriminated against him ,  asthe differentiation between the persons covered by the ban ,  namely dwarves ,  and those to whom it	making god day start fact role place role centre case case committee committee fact	expand
32540	ern one had to as well  -  it was one of the ways you knew you had a true god ,  you see . additionally ,  sacred virgins were all the rage at the time . for instance only just down the hill from where the vatican is now six of them used to live  -  the vestal virgins . their boss was the pontifex maximus  -  a term that was taken over by the popes . priestesses of isis and ceres also observed virginity ,  at least during certain times of the year . so i guess we can see where this is coming from . ummmm ,  does remind me of zeus . you might as well know what is actually in the bible stories about mary and joseph ,  rather than talking about totally different stories that you have made up . allegedly ,  this god violatedluke  .  mary consents  -  therefore she is not  " violated "  . the alleged 'husband' of the alleged 'virgin' appears not to have been too stressed .  .  .  without so much as a murmur . according to matthew  .  -  ,  joseph felt he had to put mary away ,  though he intended to do it as humanely as possible . it required	ways god time live times year mary made god mary put mary required	expand
12275	d find it impossible to go vegetarian . but how to toast the bread ? gas or electric ,  grill or toasterassemble immediately or leave for a minute . my mind is a raging torrent ,  flooded with rivulets of thought cascading into a waterfall of creative alternatives . you don't mention thickness . it is a huge problem here on the continent at least holland and belgium that insofar as you can buy bacon at all in supermarkets you get rashers in a packet all thinner than an atom . and if you do get packets that boast of the bacon being thick ,  it ain't thick at all and shrivels up in the pan like i don't know what . go to your friendly neighbourhood butcher and ask for bacon sliced x thicker than  " usual "  . easy at least in holland and i can't think belgium would be any more difficult . it takes a matter of seconds to adjust the slicer . possibly full - fat cokeblew it on the last sentence . shame ,  was almost perfect . i eat mine very quickly then have a more leisurely affair .  .  . mind you i am a fat git . streaky bac	find leave mind thought problem buy easy difficult takes full mind	expand
12356	power of veto . in terms of the united states  " going ahead anyway ,  "  use of force would be justified under the united nations'  " responsibility to protect "  mandate ,  which has three  " pillars "  . a state has a responsibility to protect its population from genocide ,  war crimes ,  crimes against humanity ,  and ethnic cleansing ;  . the international community has a responsibility to assist the state to fulfill its primary responsibility ;  . if the state manifestly fails to protect its citizens from the four above mass atrocities and peaceful measures have failed ,  the international community has the responsibility to intervene through coercive measures such as economic sanctions . military intervention is considered the last resort . a use of chemical weapons on civilians means that ,  if the state is unable to fulfill its obligation to protect then the international community must as per pillar  . the us did not enter the war until after the attack on pearl harbour by japan . the holocaust had already bee	power terms united united responsibility protect state responsibility protect war international community responsibility state responsibility state protect international community responsibility means state protect international community war	expand
27615	nt ,  and presumably since they all work together in bbc sport murray and the other panellists are friends with clare . you should actually welcome the fact that turning a lesbian straight is such an absurd idea that it appears in that segment of the show ,  at least in middle class bbc land . considering you think lesbianism is a choice anyway ,  i'm not sure how you can also take the position that it's wrong to tell lesbians they should be made straight . it is ,  but so is telling straight women that they should turn lesbian ,  which seems to have been a major plank of your anti - men feminism back in the day .  " folk in small communities who dare not come out for fear that they are the only ones "  will always be in trouble if they're scared of being different because there's a good chance they are the only one . that's not anyone else's fault ,  though . just because gay couples can now walk down the aisle does not mean that bigotry has disappeared . bigotry and attacks on people who are different will never di	work show made women major back day small good people	expand
29490	colombia ,  not columbia . lonely planet and the foreign office seem to back up ositotango tooregardless of what you  " say "  ,  as in pronounce ,  my point was spellinggrammar . the country was named  " colombia "  in memory of cristobal colon . that is christopher columbus in english ,  not colombus . germans ,  for example ,  call the country kolumbien from christoph kolumbus . are they also making a mistake by not calling it colombia ?  ? ositotango ,  lonely planet and the foreign office are wrong as many columbians that get offended when they see the name of the country written in english . lonely planet and the foreign office are wrong .  .  .  but after a quick google it appears that so too are the us dept of state ,  fifa ,  the bbc ,  the ioc ,  and having amended even this article ,  the guardian too . oh ,  and not one of the examples i've cited above refer to germany as deutschland ,  or brazil as brasil either . they can't all be wrong can they ? i wonder if vinnie chase will play the lead ? sorry . when i posted ,  your comment wasn'	office back point country english call country making office country english office state play posted	expand
975	ooded paddies into the atmosphere  .  that said  ,  scientists agree that carbon - dioxide is still the primary greenhouse gas we should be focused on for global warming  .   "  i would say that methane is important if co is definitely taken care of  ,   "  says david archer  ,  a geoscientist at the university of chicago who was not involved in these two studies  .  here's what he means because carbon dioxide persists so long in the atmosphere  ,  the level of atmospheric co will affect the earth's climate for centuries  ,  if not longer  .  so we can't stop global warming until atmospheric co is stabilized  ,  which means getting net annual emissions down to zero  .  by contrast  ,  the level of atmospheric methane affects today's climate  ,  but it doesn't last nearly as long  .  so methane is mainly important for controlling the peak temperature that global warming ultimately reaches  .  both gases are important in different ways  ,  but zeroing out co  -  and finding alternatives to the fossil fuels that dominate	global important care david university involved studies means long level global means level long important global important	expand
30158	ough a couple of times i've let my self get carried away and thought we have had a reasonble chance of winning a tournament ' being the most confident i can remember and look how that one turned out . all i ask is for a coherant team that is able to beat or even play well against the teams it should do ,  for the most part we got that under bobby robson ,  venables and until the wc sven . since we've had the odd good result when it matters but more often than not we've looked awful and unable to beat .  . or even play well against teams we should be beating .  . on paper . one thing that really gets me with hogson and neville is that they are constantly making excuses for why england are so crap . anything to distract away from the fact that they are seemingly incapable of delivering a team with any sort of tactical cohesion . not enough english players in the premiership ,  england dont produce that type of player ,  injuries etc etc . at the same time theyre constantly praising the suppose	times team play part good play paper making england team english england time	expand
13106	old i kissed a little girl . throughout my childhood i always had an eye on what the girls might think ,  i wanted their approval . however i can remember a lot further back than that ,  i can remember seeing pictures that were meaningless to me and that i thought were essentially static . i have a memory of noticing that something in the picture was moving . i have another memory of something moving near me and me suddenly tasting something sweet in my mouth probably a dummy . all of a sudden the meaningless picture became extremely meaningful ,  that picture related to what i wanted ,  objects in it could give me what i wanted . the point is ,  i was not born with a prefixed attitude to people ,  it developed through experience . if our attitudes develop through experience then they can change . if our attitudes develop through experience then they can change . just reinforces how natural sexuality is ,  as in my case i was subjected to nothing but a barrage of heterosexuality from the moment of birth and through	wanted back picture picture picture wanted give wanted point people experience develop experience change develop experience change case	expand
28237	much as things were going in may  .  in fact . what we are experiencing at the moment ,  long may it continue ,  is the simple ,  and predicted ,  effect of pushing huge amounts of money out to public sector to spend in the private sector ;  repairing potholes ,  planning railway improvements ;  commissiong new it consutations etc ,  etc . pretty much what ed balls has been demanding for the last three years ,  innit ? where's the money all coming from ? pretty much where it did always did  -  from taxes and government borrowings ;  like it did for ken clarke ;  gordon brown and alistair darling . wot abaht the deficit ,  do i hear you ask ? bugger the deficit . all that stuff was bullshit ,  plain and simple ;  doncha geddit yet ? pretty much as things were going in may  .  in fact . far more balanced than the recovery ,  with a greater proportion of private sector jobs and a smaller albeit still too big focus on services . also ,  we're not coming off the back of the worst recession in living memory ,  as we were in  . far mo	things fact long money public sector sector years money government things fact sector services back	expand
13748	uslims can't be racist . the simplest example that proves you wrong is the fact that in the aftermath of and  ,  many sikh and hindu men were attacked because they were mistaken to be muslims . why do you think that was ? islam may not be race ,  but race plays a huge part in how someone is identified as muslim . by and large ,  people tend to associate muslim - ness with brown - skinned people hence ,  hindus and sikhs being attacked mistakenly . that is also why the experience of white muslims and non - white muslims is hugely different . the simplest example that proves you wrong is the fact that in the aftermath of and  ,  many sikh and hindu men were attacked because they were mistaken to be muslims . why do you think that was ? that was because they were wearing turbans which was mistaken for taliban headgear . you may call it turbanism if you like ,  that was not racism . and ,  how do you explain the attacks on hindus who don't wear turbans ? race is obviously a factor in their being mistakenly - identi	wrong fact men race race part large people people experience white white wrong fact men call race	expand
21724	o are not extraordinarily ressourceful will recognize that the only way they can be relatively economically successful is by crime . which is why the poorer neighbourhoods in every big city is a place to avoid . gangsta culture is not qualitatively different from other crime cultures ,  except for the incorporation of staggerlee and the remarkably rich musical tradition of black america . that musical quality ,  as exemplified by the astonishing dr .  dre ,  helped the gangsta culture enter the mainstream . that this mainstreaming was helped by the big record companies ,  led by white men ,  is obvious ,  but they only turned the aesthetic up to eleven ,  they didn't fundamentally create or even change it . i am not  " discrediting "  gangsta culture ,  i am saying that it tends to perpetuate a stereotype of people categorised as 'non - white' and that this is problematic . it appearsas i see it ,  it is very unlikely that anyone who does not take up the gangsta aesthetic will be considered gangsta . usher ,  kanye west ,  theo	big city place culture quality dr culture big companies change culture people west	expand
24884	d damascus agreed to a ceasefire during the inspection . august  ,  secretary of state john kerry said in a speech ,  despite the ongoing nature of the investigation ,   " our understanding of what has already happened in syria is grounded in facts informed by conscience and guided by common sense .  " august  ,  the white house press secretary jay carney said the u . s .  had  " no doubt "  the syrian government was responsible for the chemical weapons attack . the white house said a public version of its intelligence report on the use of chemical weapons in syria would be released at the end of the week . august  ,  obama said in an interview with pbs he had not yet made a decision regarding military action in syria but clarified the united states' stance on intervention .  " we want the assad regime to understand that by using chemical weapons on a large scale against your own people .  .  . you are not only breaking international norms and standards of decency ,  but youre also creating a situation	august john august house government house public end week august made people international	expand
31221	creating a false us and them situation which is hardening the position of other waiverers .  . by positioning science as against religion in this way ,  those for whom religion does resonate are more open to anti - science movements such as the prevalence of climate change denial in the bible belt . human and animal psychology shows a tendency towards abstraction so that extreme examples are more attractive check v . s .  ramachandaran  -  one beer was nice so beers would be better porn's obsession with size etc .  given this a false dichotomy of science v religion means that people fall into the trap of believing anti - religious expression is more scientific and anti - science expression is more devout . we are all humans and the sooner we stop othering each other and try to understand each other the better . where there is conflict analyse it carefully and ensure you do not over extrapolate the danger and undermine your own message as dawkins is too keen to do . but its the swaying of a few waiverers	position science open science change human check science means people science ensure message	expand
19623	alking on the cycle bit when it's all clearly marked . random anecdotei was on a seafront bike path which is between the promenade and parked cars . a van door opened  -  out of wariness i halved my speed . that turned out to be a good decision as a dog on an extendable lead leapt out of the van and up onto the raised promenade ,  stretching his lead across the bike path . i slowed to a halt just in time ,  just avoiding getting entangled in the lead ,  at handlebar level . the dog - owner apologised and started swearing at his dog and saying it was stupid . i muttered darkly to myself  " it's not the dog's fault ,  it's yours .  "  and rode on . i wish people could admit when they make a mistake and not look for scapegoats ,  to save face . are they all on performance enhancing yet life diminishing drugs ? is there something in the lycra ? does the helmet crush the brain or overheat it ? it's time to vote off ,  the weakest link .  .  . there's a lot of red hair in my family and well spotted ,  i've turned into anne robinson ,  not an	good lead lead time lead level people make performance life time link family	expand
32782	heat' that has gone into the deep ocean . or we may not . but the present state of the hypothesis and i use the word deliberately is nothing like the earth going around the sun ,  or boyle's law ,  or even evolution . its much more like some medical cases . for instance ,  it appears now that sugar metabolism may have a connection to alzheimers . it seems that the relationship between heart disease ,  cholesterol and saturated fats is not what we thought . the cry back in the fifites onward that heart disease rates had risen ,  and what else could explain it besides saturated fat consumption now seems more like a confession of ignorance than an argument . one suspects the same thing will happen to the equivalent co argument . if not that ,  i don't know what it is ! no ,  maybe we really don't . to which the medical profession replies 'so offer some better solutions . do nothing is not a solution . 'to which the obvious answer is stop bleeding the patients ,  because bleeding patients was killing them . the treatment ,  in t	present state law medical heart disease thought back heart disease medical offer patients patients	expand
17719	pletion ,  most of his passes were forwards and he had the most interceptions ,  but he gets talked about like he can't pass and only does it backwards . he basically does the same role as carrick ,  does pretty much the same but gets nowhere near the credit . united could do with a ball winner in midfield ,  but i'm more worried by the attacking midfield . kagawa aside who moyes seems to have no faith it ,  i don't feel hugely confident in those players . but when he does pass it forward ,  he doesnt put players in to good positions ,  he puts them under pressure .  he doesn't have the vision ,  imagination ,  or skill of a top class creative midfielder . carrick at least has two of those attributes ,  but he needs help .  as ykagawa is one of the best players united have ,  and it is disgusting that they don't even have him warming the bench . when playing for dortmund ,  he was easily the equal of a fabregas ,  or a thiago ,  but i guess that if you aren't spanish these days you are clearly rubbish and incapable of being a	role united feel players forward put players good top class players united days	expand
22268	ra in a clothesdryer . i can only add to that that he walks like he just shat his pants . thanks murph ,  saved me a vomit bag . and no matter how much we all love ms crabb ,  there are limits . and no matter how much we all love ms crabbi hope you're joking . i find ms crabb one of the most unprofessional at abc ,  i resent the drum for the oral diarrhea it is .  .  . the most excruciating hour that i have ever experienced  -  abbott is a total embarrassment . now annabel has popped up on the gruen transfer after appearing on the drum and in her kitchen earlier  -  surely there are other employees at the abc . there's chris uhlmann . he's pretty funny . annabel ,  please have a rest . i wonder if he is going to write another book with his mate steve lewis on the james ashby affair . pimp my daughters . remember the camera guy who he thought was his son . bet he is happy that tony was wrong . i can feel a recession coming on . actually ,  i feel sorry for his daughters . having a high media profile is like playing with fire . they don	add matter love matter love find total book thought feel feel high media	expand
27597	ttpwww . youtube . comwatch ? vnidktugloby all means keep fighting the good fight and stand up for your rights ,  but realise that sometimes that's best done by integrating quietly rather than drawing attention to yourself . as somebody - or - other said to rosa parks . nobody remembers ,  or cares ,  who it wasthat's a cif post saying that they thought other gay people had expected gay marriage to make everything perfect . there's a lot of straw men on this thread  -  nobody thought gay marriage would solve everything . nobody thought we could legislate abuse out of existence to the point where we no longer needed a thick skin . but is it too much to want to at least try to change society's attitudes so that a person's sexuality isn't really a big deal ,  or at least get to the point where overt or not so overt homophobia is as socially unacceptable as racism is becoming ? that's a cif post saying that they thought other gay people had expected gay marriage to make everything perfect . agreed . therefore ne	means good post thought people expected make thought thought point change big point post thought people expected make	expand
27312	sus ,  but they did after a time . i would suggest that after going through what he did ,  his appearance may well have been considerably changed . do you realise the absurdity of what you are saying ? his appearance had changed so much that he was unrecognisable from the original . now given that he hadn't had a facelift what that means is that this person was so dead as to have changed beyond recognition . ok lets think about this ,  firstly he was flogged with a flail that strips the skin of the body . they weren't holding off here remember they intended to kill him . secondly they hung him on a cross in the sun all day with no ability to shield himself . what do you think you would look like if you were left out in a mediteranean sun from dawn till dusk ? you wouldn't be just a bit red . while all this was happening i think we can assume that he continued to bleed from the large holes in all four limbs ,  so that his bodies' ability to cope with the massive assault on it was effectively removed . finally as par	time changed changed original means person changed body day ability left large ability	expand
29982	stimony does not . it is particularly sad that sensitive aspects of le vell's private life were revealed when his conduct was put under scrutiny but that is not the fault of the cps . it is not permissible to drag the private life of a rape victim into court eg past sexual history . why is it permissible in the case of the defendant ? quite . if an alleged rape victim was accused by the alleged rapist's legal team of being an adulterous alcoholic ,  the guardian would certainly be chief among those complaining about it . because the issue in historic abuse allegations is whether it happened or not . previous sexual history of a complainant is irrelevant to this issue . also ,  in a case of rape where consent is an issue what possible relevance can the evidence that a woman or man has had sex with someone else be to the issue of whether he or she consented in the present case . evidence of previous false allegations made by a complainant are always admissibleyou haven't answered the question why is the	private life put private life history case team issue previous history issue case issue evidence issue case evidence previous made	expand
27302	sort of evidence that is so patently obvious that no even argues about it . that should be  " no one even argues " this is why i argue that there's no such thing as an atheist faith or ideology . which is not really what i was suggesting  -  i was suggesting that it can be a positive belief as well as a negative one ,  and that it is more commonly in our culture expressed in a positive form . hence my example of the pirah ,  for whom it appears to be a genuinely absent one rather than a positive one . both incidentally are tied into other cultural ideas about reality or worldviews perhaps its a bit deeper than even ideology which has political connotations though generally in a lot of theories of culture its used less like that and more as almost synonymous with worldview . to repeat  " being without a god in the only requisite for being atheist .  " being a device to join pieces of paper with a metal strip is the only requite for being a stapler  -  but staplers are also a part of general office equipment an	evidence positive culture positive form positive lot culture god paper part general office	expand
31731	ct in nicaragua .  iran two iranian jets shot down over the persian gulf .  libya us aircraft bomb the cities of tripoli and benghazi ,  including direct strikes at the official residence of president muamar al qadaffi .  bolivia special forces units engage in counter - insurgency .  -  iran naval forces block iranian shipping . civilian airliner shot down by missile cruiser .  libya naval aircraft shoot down two libyan jets over gulf of sidra .  philippines cia and special forces involved in counterinsurgency .  -  panama  ,  troops as well as naval and air power used to overthrow government of president noriega .  liberia troops deployed .  -  iraq major military operation ,  including naval blockade ,  air strikes ;  large number of troops attack iraqi forces in occupied kuwait .  -  iraq control of iraqi airspace in north and south of the country with periodic attacks on air and ground targets .  haiti cia - backed military coup ousts president jean - bertrand aris	including special special air government including air large number control north south country air	expand
