	target_text	input_text	prefix
298433	date this is the absolute best mastering job i have heard involving  " classics "  !  finally someone takes quality seriously .  i was so impressed that i emailed me liebrand to congratulate him .  a very ,  very nice box set that is reasonably priced and while i am not a fan of every song on here i do understand that mr .  liebrand has to please a large audience i would have purchased it for the following rare releases harry thumann  -  underwater dan hartman  -  vertigo relight my fire colonel abrams  -  trapped t - connection  -  at midnight sharon redd  -  can you handle it david joseph  -  you can't hide your love from me sharon brown  -  specialize in love jean carn  -  was that all it was hugh masakela  -  don't go lose it baby paul hardcastle  -  the bbq band  -  on the beat and especially for macho  -  i'm a man and martin circus  -  disco circus not only do you get several very rare releases but yo	date job quality set mr large fire david love love man	expand
355984	ost of the best tracks from his first three albums .  recorded to a two - track recorder ,  the emphasis here ,  like his releases dirt floor and war crime blues ,  are on his great songs and emotional vocals .  there are songs here from his critically acclaimed debut living with the law and tracks each from terra incognita and the criminally neglected din of ecstasy .  the tracks from terra incognita ,  most notably  " cool wooden crosses "  ,   " power down "  ,  and  " clear blue sky "  are much stronger here as the noisy excess that cluttered the original songs are absent .  while the original versions of the songs from din of ecstasy benefited from the loud arrangements ,  the tracks  " know you "  and the instrumental version of  " can't get off "  sound even more haunting in their acoustic versions .  although every track from living with the law is top notch ,  his vocal performances on  " phone call from leavenworth "  ,   " dust radio "  ,   " big sky country "  ,  and  " living with the law "  are much more subdued here and are not as stro	great songs songs living law power original songs original songs living law top call big country living law	expand
362524	ist geoff downes and drummer carl palmer .  all of the music is taken from asia's classic trilogy of original albums ,   " asia "  ,   " alpha "  and  " astra "  along with one track from the  " then and now "  compilation and three rare b - sides .  classic tracks such as  " only time will tell "  ,   " heat of the moment "  ,   " wildest dreams "  ,   " don't cry "  ,   " the smile has left your eyes "  and  " go "  are all included here alongside powerful album tracks such as  " sole survivor "  ,   " the heat goes on "  ,   " open your eyes "  ,   " here comes the feeling "  and  " days like these "  .  the band's strong musical hooks and unprecidented craft shine through in every track on this cd and offers an excellent sampling of asia during its classic era during the s .  john wetton's commanding vocals ,  steve howe's soaring guitar work ,  geoff downes' melodic pop sensibilies rounded out by carl palmer's forceful powerhouse percussion gel into an effortless musical blend .  beginning in the 's ,  asia went through a slew of personnel changes with geoff downes being	music original track time left open days track offers john work	expand
329818	tom petty ,  the stones .  .  .  . etc .  the next day i bought  " murmur "  .  on vinyl .  i loved it .  the bonus tracks of  " chronic town "  were the the best .  maybe a month or three later rem's  " murmur "  was sublimely reviewed by rolling stone magazine .  michael stipe was quoted as saying if you all thing we're good ,  you should listen to a band from minneapolis ,  the replacements .  i loved  " murmur "  so much ,  i bought  " let it be "  directly .  heard  " i will dare "  ,  pete buck playing on the track and thought it was great but .  .  .  . well an rem joke .  i liked the song ,  it had the beat .  i raised  " favorite thing "  to concert level half way through ,  and it was over .  it was the best thing .   " tommy .  .  "  ,   " androndgynous "  ,   " sixteen blue "  with the searing solo by smokin' bob ,  or  " answering machine "  .  take your pick .  but the song that will always grab if .  ?  .  ?  .  .  " seen your video "  .  .  .  .  .  .  . now that tune had the beat .  so if think you can hear the beat ,  don't listen to the  " top hits "  ,  take a sampler of  " seen your video "  .  if you don't hear it ,  the	day town thing good great thing level half thing video hear top video hear	expand
291698	 !  !  this callas recording had the most profound effect on me which led to my obsession with my own operatic aspirations .  it was strange as she did not sound like a fat woman screaming her head off in full body armor .  yes yes .  .  . i and many many sad americans have though of this when given the word opera .  now now ,  we all felt like that at some point i never realized that there could be such passion .  her norma was is so beautiful in it's simplicity and underlining strength .  her take on  " come oer me sereno "  and  " una voce poco fa "  were sweet and appropriately innocent .  her bel canto roles which included her fantastic lucia although later i would prefer sutherland and gilda just thrilled me .  i had no idea someone could actually sing those pieces !  of course up until this point i didn't even know opera could sound like that !  !  silly me !  i was surprised to realized i knew the arias she sung from la boheme ,  la traviata ,  and madame butterfly .  they didn't make a huge impression because they di	effect sound head full body word point included idea point sound make	expand
301221	 .  they added a few stuff but this song is still awesome .   " you bless me is a great upbeat song .  this sounds just like turn around off the  " strenght "  cd .  after that we have the sweet worship song  " thou art worthy "  ladonna mole really show off her voice on this one .   " greater "  is a churchy song .  love it  " change me "  is a club song .  you really jam to this .   " grateful "  is a jazzy song and ladonna mole and john kee did an excellent job .  i love the hook .   " i'll bless your name "  is a excellent song .  ladonna show that she can do upbeat song snice she only does slow songs .  she did an awesome job .   " my healing "  is a nice song .  he put a little old time gospel in it .   " peace "  is an awesome song by shelia lakin and directteci spell it wrong haddon .  i love this song .   " sovergin "  is a nice song .  this song is great to teach a choir .   " rhema word "  is a nice worship song to end the st cd .  the second cd opens up with a little dialogue .  its funny .  next we have  " i believe "  i love this song .   " simple song "  real	song great song song show song love change song song john excellent job love excellent song show song job song time song love song song song great song end love song song	expand
343466	uit muddy waters' usually gruff ,  boastful singing style .  but most of what's here is very good ,  although it's a shame that waters' slashing slide guitar playing is inexplicably absent on many tracks the solo performance of  " feel like going home "  is a notable exception ,  though .  and the first two bonus tracks ,  which are taken from an april ,  session ,  are even better .  the acoustic format is partly abandoned ,  and otis spann is added on piano .  he plays superbly on willie dixon's  " the same thing "  my favorite rendition of that song ,  and on the great slow groove of waters' own  " you can't lose what you never had "  .  the final three tracks are neither acoustic nor particularly folkish ,  adding sax and clarinet played by elmore james' saxist j . t .  brown to a full blues combo which also includes harpist james cotton .  brown plays great clarinet on the jazzy  " short dress woman "  ,  and the swinging  " my john the conquerer root "  is one of the best songs on the album ,  which ends with the fine l . j . 	good performance feel home april great full includes great short john	expand
371050	han tha earlier e  -  but its still good . trust no b''ch yea datz tha e im talkin about dope azz track by ppc featuring dj quik amg and eazy . f''c tha police tight track . alwayz into somethin tight azz nwa track ren vereses r better than dres but dres still good . no one can do it better tight track f''ced how he got his voice messed up . california love some people consider this a classic but i dont think so i aint really a big pac unlike e i like tha earlier pac  -  than tha later wit death row . keep their heads ringin thight track tight lyricz by j - flex who dissed dre i dont know y though . let me ride best dre track on here better than kthr . natural born killaz tight track by dre n cube damn dre shouldve left death row early enough to do another whole album by nwa on ruthless . murder was tha case rmx one good album n hes this big tight track by snoop fell off after murder was tha case sdtk . in california tight track by daz dont know y itz on here though . last song tight song feat	good trust track police track track good track people big death track track track left death early case good big track case track	expand
301232	lexed induced wind segues into the bluesy sweet maree which featured the legendary james cotton on harmonica and staccato acoustic guitar with limited lyrics from miller and is a showcase for cotton's harmonica and miller's bluesy electric guitar soloing .  the album ends with the spacey ballad the window which has a great synthesizer riff ,  excellent vocals and ends like the album began with a collage of echoplexed synthesizer and wind effects .  fly like an eagle went all the way to on the billboard chart and sold  .  million copies ,  went platinum right when released .  in  ,  the album was re - released with three bonus tracks which were an early live recording of fly like an eagle from and demos of take the money and run and rock 'n me .  plus ,  a booklet and a plus hour dvd faturing a concert from san francisco in which had guests george thorogood and joe satriani and a documentary on how the album was made .  the documentary is amazing and the sound of the cd is superb !  recomm	limited album great excellent album million album early live money run album made	expand
373596	re was an original cast album released ,  it is good to hear the mediocre songs well sung by harry and his pajama game co - star ,  kelli o'hara ,  though no song is especially memorable .  the pajama game ,  though ,  is a joy ,  a wonderful recording of one of the best broadway scores from the 's .  harry connick ,  jr . 's unique singing style is quite different from that of john raitt ,  the star of the original production ,  giving a new twist to old favorites ,  and he sounds particularly fine on a lesser known song from the score ,   " a new town is a blue town .  "  the score contains many songs that were hit parade favorites in the 's  " hey there ,  "   " steam heat ,  "   " hernando's hideaway "  ,  and they and other great songs  " once a year day ,  "   " there once was a man ,  "   " seven - and - a - half cents "  are well served by a terrific cast that includes kelli o'hara ,  michael mckean and megan lawrence .  while many may wonder why the cast recording of the pajama game wasn't released by itself ,  the two - cd package is reasonably pr	original good game game john original town town great year day man includes game	expand
332532	by far one of the best efforts the winans have produced .  .  . why not one track has ever made it to their best of compilations baffles me to this day ,  this gem of a cd was originally released in  - but still sounds current today . this is contemporary gospel at it's best  - i call it rhythm and good news - this is the music that should be played in the household ,  in front of the children - at a picnic - while washing the car etc .  - it is uplifting ,  inspirational ,  both the production and singing is top notch -  the harmonic opener quot ; paradisequot ;  takes you on that fantastic voyage ,  we all need to go on every now and then ,  the vocal performances are sensational !  - quot ; heart and soulquot ;  is a melodic and upbeat tour de force that will have you bopping your head and snapping your fingers .  quot ; count it all joyquot ;  makes you do just that - the heavy synthsized production shines on this gem .  .  .  . quot ; yeah ,  yeah ,  yeahquot ;  is awesome .  the amazing remake of quot ; the question isquot ;  will give you	made day today good news children car production top production give	expand
323169	rolling stones album ,  i just want to point out that juke box hero and whirligig are one in the same person .  a troll who likes to trash great music and praise dire straitswho are a good band but nit the greatest and green day .  i say cut the shenanigans !  now that is off my chest ,  back to the review !  the rolling stones' second album to be released on their own label fittingly called rolling stones records ,  which was distributed by atlantic at the timenow virgincapitol ,  entitled exile on main street was released in may of  .  the album was the band's only double studio album but is one of rock's greatest double studio albums in history and ranks up there with other classic  - record sets like the wall ,  quadrophenia ,  the lamb lies down on broadway and tommy among others .  before guitarist keith richards' heroin addiction took over for some time in the mid - s ,  he was what the late producer jimmy miller called a workhorse .  the album was recorded at keith's home in france and at olymp	album great good day back album called main album album history time called album home	expand
369764	s album is by far the best of roxy's catalogue i own all their albums except heart still beating and live  .  it deserves stars !  if you buy only one roxy studio album hard not to ,  they're all bloody brilliant ,  even a few tracks of manifesto ,  this must be it !  here are my opinions on the tracks  .  the thrill of it all  -  what a brilliant way to start the album ,  bryan ferry's lyrics and phil manzanera's guitar are an excellent combination and this song could be released today and not sound dated one bit !   .  three and nine  -  sweet acoustic guitar driven song with some sonic textures and some excellent sax and harmonica work  .  all i want is you  -  the most recognised song off this album ,  again excellent guitar rock and lyrics !   .  out of the blue  -  the standouts just keep rolling here ,  this is eddie jobson's moment with his violin solo -  there will never be anything in rock music like this again !   .  if it takes all night  -  s doowop parody ,  the weakest track	album live album hard start album excellent song today song excellent work song album excellent music night	expand
299906	dged from this second r . e . m .  album from their general style hasn't changed very much over the years .  the sound on this early album is not as slick as recent years r . e . m .  but stipe's voice sound almost like it does today .  their songwriting was quite good from the beginning and some of their strongest early songs can be found on this album .  the beatiful melancholy ballad  " camera "  along with the droning  " time after time "  are favourites on an album where most tracks are actually quite up - beat .  the album opens with songs fast songs which may appear a little too similar ;  but  "  chinese brothers "  and  " south central rain "  soon became other favourites of mine .  the shamelessly catchy country - rocker  " rockville "  is another song that has to brought forward .  though the production of the song is raw and slightly demo - like ,  it's the song that most people seem to fall for first .  compared to most albums of today the playing time is quite short ;  unless of course you find the version with bonu	album general years early album years today good early found album time time album album people today time find	expand
329636	imagine my dismay at having to travel from monterey california to san angelo texas for the army on december th  .  why ?  because i missed mtv's airing of asia's concert from the budokan in tokyo japan .  luckily for me vestron put it out on vhs asia in asia min and i found a used copy .  having seen asia the original and greg lake solo and with elp live ,  i thought this new line - up was very interesting while keeping in the spirit of the project half yes and half elp  -  yelp anyone ?  .  since then i've always wondered why it was never released as a live album recordcassettecd .  especially in light of the fact that many inferior live sets are currently out there to include the latter - day asia .  i was pleased to see this cd show up on ebay but was afraid to purchase it there for fear of getting stuck with a cd - r .  with a little patience ,  i was rewarded by finding enso kai here on amazon .  at minutes ,  it recreates the concert by maintaining the video's song running order . 	put found live line project half half live live include day show order	expand
306367	written hit for rufus and chaka khan .  other selections featured on the cd may not be big hits but they definitely showcase the dynamics and versatility of chaka's voice .  songs like  " night in tunasia "  and  " the end of a love affair "  demonstrate what chaka can do when it comes to a jazz tune .  there is also the heartfelt  " love me still "  ,  a collaboration with bruce hornsby from spike lee's clockers soundtrack .  this best of cd also features new songs .  these songs actually were apart of a shelved chaka cd entitled  " dare you to love me .  "   " everywhere "  is a fleetwood mac song that chaka reworks ,  but instead of a traditional rock rhythm .  .  .  . it's done reggae style .   " never miss the water "  is a funky tune which features rbbassist m'shelle n'degeocello .   " something deep "  continues the funkiness .  however the mood gets more somber and touching with  " your love is all i know "   -  a chris walker remake .  closing out the best of cd is a jazzyfusion song called  " every little thing .  "  this may	written cd big songs night end love love cd features songs songs cd love water features love cd called	expand
364299	shorter than what is included here .  the albumsingle version runs to minutes seconds ,  while the extended version runs to minutes seconds .  if they included the albumsingle version or the extended version ,  it wouldn't have matter because this song is an undestroyable classic .  when tomorrow comes from the album revenge  .  this is one of their greatest songs .  just like the album it came from ,  this song features an even heavier s synthesizing pop rock sound ,  with the addition of the beautifully arranged acoustic guitars .  here comes the rain again original version from the album touch  .  the albumsingle version ,  which was included on the album ,   " touch "  ,  runs close to the extended version .  the albumsingle version runs to minutes seconds .  the extended version runs to minutes seconds ,  just nine seconds longer than the albumsingle version .  this song is another of eurythmics' greatest songs .  who's that girl original version from the album touch	included version runs minutes seconds version runs minutes seconds included version version song album album song features original version album touch version included album touch runs version version runs minutes seconds version runs minutes seconds seconds version song original version album touch	expand
326607	aying someone who is going through a bad relationship and being drunk enough to let go of his pain .  .  . pure soft ,  poignant ,  kinda sad song ,  but oh - so - phenomenal !  !  !  nobody drinks alone .  .  .  stars in this song ,  keith is saying that  " nobody drinks alone "  ,  that you are not alone if you have a problem ,  or a tough life .  .  . you're definitely not alone ;  there are people that love you ,  care about you ,  and wanna help you !  !  !  country comfort .  .  .  stars a pure  " country "  song ,  talking about the farm life ,  back then .  .  . spectacular ,  relaxing song !  !  !  live to love another day .  .  .  stars a lively take on even if you've had bad love before ,  you will face love again ;  it's not completely over !  !  !  these are the days .  .  .  stars most spectacular  " closing "  to the album !  !  sweet ,  sentimental ,  poignant ,  it just makes for a beautiful end to the whole stunning package the cd it ,  also ,  ties into  " days go by "  ,  saying that  " you've gotta live it while you can "  because  " days go by "  !  !  !  absolutely perfect album ,  beyond c	life people love care country country life back live love day love love days end days live days	expand
358974	his more mellow jazz albums of the s and what he's doing now in  -  ,  this album is still one one of my favorites from herbie hancock .  herbie took a big risk with going for the hip - hop sound and he succeeded .  every one of the six original songs are dynamite ,  are edgy and very creative for that period .  i still love rockit ,  perhaps one of herbie's finest performances .  its mix of urban jazz and the turntable scratches of hip - hop was very unique .  it has some hard hitting beats that could even rival most of run - dmc and ll cool j's albums .  i couldn't stop playing the single of the single and album versions for several months !  it's still played over decades later !  the video for that song was phenomenal with the art direction and the marionettes moving to the song's beats .  the album's very keyboard oriented ,  but hancock kept the jazz style intact on most of the songs .  i don't think he sold out , as some purists say .  i think this album helped make him a more respected jazz	album big risk period love run single single album months art album make	expand
374835	it ,  i realized back then that there were at least three classical pieces that i don't believe were given any credit in the album notes .  the first track ,   " running hard "  is said by many reviewers here on amazon to start with a  " stunning "  piano solo !  damn right it's stunning !  it's a note for note rip off of a famous organ piece called  " litanies "  by the incredible th century french composer jehan alain !  am i the only one who has noticed this ?  ?  there is another track on the cd called  " cold is being "  .  this is a rip off of albinoni's adagio for organ and strings !  there is yet one other piece on the disc that uses the piano prelude by debussy called  " the sunken cathedral "  .  wow !  after having said all of this ,  i still have to say that i love renaissance and i love this disc !  it's worth every penny ,  but ,  couldn't renaissance give credit where credit is due ?  ?  ?  ?  at least elp did that and it pushed me into other avenues of music that i wouldn't have otherwise ventured into .  they don't ri	back credit track start note note called track called called love love give credit credit due music	expand
350581	the positive ,  her singing is superb from the snippets i heard on this never released cd .  everything that her multi - platinum rca debut possessed .  but sadly ,  the songs and music here don't blend with her singing .  it's mediocre ,  pseudo - 's dance funk music under her voice that sounded as if the producers watched too much of the show solid gold !  and copied some of the grooves from half of donna summer's  ,  and albums .  more that half the album has that disco dance sheen ,  but it doesn't fit with her style .  some numbers like just be free ,  by your side ,  the way you talk to me ,  the believe me dance mix and the salsa percussion of the spanish version of just be free are good .  but the rest of the album comes off as misguided .  the ballads here sound dull to me .  just listen to this album one time only in the car ,  then throw it out the window !  then listen to her debut ,  her hit - making stripped ,  and her upcoming album back to basics ,  which comes out in august  ,  instead .  those al	music music show half half album free free good album album time car making album back	expand
367768	 .  cry like a baby  -  the box tops .  i think we're alone now  -  tommy james and the shondells .  last train to clarksville  -  the monkees .  sloop john  -  the beach boys .  both sides now  -  judy collins .  spinning wheel  -  blood ,  sweat tears .  aquariuslet the sunshine in  -  the th dimension .  i saw her again  -  the mamas the papas .  dizzy  -  tommy roe .  mr .  tambourine man  -  the byrds .   -  -   -  len barry .  kind of a drag  -  the buckinghams .  mellow yellow  -  donovan .  na na hey kiss him goodbye  -  steam .  apples ,  peaches ,  pumpkin pie  -  jay and the techniques .  little bit o' soul  -  the music explosion .  love is all around  -  the troggs .  society's child baby i've been thinking  -  janis ian .  san francisco be sure to wear flowers in your hair  -  scott mckenzie .  hold me tight  -  johnny nash .  time has come today  -  the chambers brothers .  the pied piper  -  crispian st .  peters	box john mr man music love child time today st	expand
345736	emotion ,  depth ,  thought ,  and humor ,  like the others ,  but it also has their age showing ,  and how they have had the years to think more about what they needed to bring to the table for .  here is the track list and my take on it .   .  intro  .  supa emcees  -  so amazing  .  the bizness featuring common  .  wonce again long island  -  a true classic  .  dinninit  .  brakes  .  dog eat dog  -  insane classic  .  baby baby baby baby ooh baby  .  long island degrees  -  lovely classic  .  betta listen  .  itzsoweezee hot  .  more  .  big brother beat  -  a great song  .  down syndrome  .  pony ride  .  stakes is high  -  one of my faves  .  sunshine	thought age years list common long baby baby baby baby baby long big great high	expand
309097	the greatest thing is that he could rap and make rb on his albums which no rapper does then and definately now .  .  .  .  . if you want hardcore rap to listen to ,  you got return of jack the ripper  ,  if you want rb ,  you got loungin remix .  .  .  .  .  .  .  .  .  .  .  . i think he should recieve some kind of lifetime achievment award if he hasnt already .  .  .  .  . well before i go ,  heres my own best of ll cool j cd if anyone wants to put it all together on one cd .  .  .  .  .  .  . its great from begining to end  .   -  intro from the g . o . a . t .  album  .   -  say what from the violator album  .   -  hello feat amil  .   -  the ripper strikes back  .   -  i shot ya  .   -  i'm that type of guy  .   -  wanna get paid  .   -  hey lover  .   -  loungin remix  .  -  you and me feat .  kelly price  .  -  all night long feat .  mary j .  blidge  .  -  hot ,  hot ,  hot  .  -  get it on tonight feat .  montell jordan  .  -  you're in my heart  .  -  fater  .  -  luv u better  .  -  doing it  .  -  mirror mirror  .  -  one shot at love i guarantee that you	make return put great end back price long hot hot hot love	expand
345574	zeppelin  " led zeppelin "   -  black sabbath  " black sabbath "  deep purple  " in rock "   -  alice cooper  " killer "  black sabbath  " paranoid "  led zeppelin  " led zeppelin iv "   -  deep purple  " machine head "  uriah heep  " demons and wizards "   -  kiss  " kiss "   -  aeorosmith  " toys in the attic "   -  kiss  " kiss alive "   -  acdc  " high voltage "  rush  "  "  judas priest  " sad wings of destiny "   -  ufo  " lights out "   -  van halen  " van halen "   -  motorhead  " overkill "   -  acdc  " back in black "  motorhead  -   " ace of spades "  judas priest  " british steel "   -  iron maiden  " number of the beast "  judas priest  " screaming for vengeance "  venom  " black metal "   -  motley crue  " shout at the devil "  metallica  " kill em all "  slayer  " show no mercy "   -  metallica  " master of puppets "  slayer  " reign in blood "   -  mayhem  " deathcrush "   -  sepultura  " beneath the remains "   -  megadeth  " rust in peace "  pantera  " cowboys from hell "   -  death  " human "   -  rage against the machine  " rage agains	led black black black led led machine head high back black british number black show human machine	expand
352953	trying to be a good uncle ,  i do my best to make sure he gets at least a 'little' education during our 'outings' .  i had no idea how good this would be .  i had heard that this company had won an 'indy' award for best children's cd .  .  . so i figured it was a fairly good guage to go on .  .  .  on first listen ,  you are capivated by the 'cartoon' type voices used in each character .  .  . chris loved that immediately and wanted to hear it again and again .  .  . it wasn't until i had heard it for the second time that i realized 'i' was getting educated too .  the layers of education within each song is staggering .  it's math ,  history ,  grammer .  geography ,  science and life all rolled into one .  little ones will enjoy it for the voices and fun songs which by the way ,  are quite good .  .  . even for my old jaded ears .  .  . you will probably find your children returning to this 'googol' thing over and over again as they grow up .  .  .  . it's chock full of tons of information .  .  .  .  well done .  .  .  !  !  !  two thumbs waaaaay up !  !  !  !  !  !  sesame	good make education good company good time education life good find children full information	expand
