	target_text	input_text	prefix
1618815	on the sheldon brown hybrid gearing section .  httpswww . sheldonbrown . cominternal - gears . htmlsprockets if you look at the photo of my current setup you can see the rear belt cog is deeply dished .  it uses practically all of the mounting surface on the shimano nexus spd ,  covering the snap ring groove .  the drive surface is mm plus flanges .  removing it will leave more than enough room for a pair of sprockets .  there is enough of a stub outboard of the snap ring groove to support a second sprocket ,  especially if the inner side is beveled slightly to fit over the snap ring that retains the first sprocket .  if i drill and tap for a couple of screws i should be able to install the inner sprocket ,  snap ring ,  and then secure the outer sprocket to the inner .  since power is transmitted through the three lugs on the sprocket bore ,  the screws should be under almost no load and the outer sprocket can double as a snap ring retainer .  either i no longer have teenage legs or my present gearing	section current surface ring surface leave room ring support side ring ring power ring present	expand
1619978	model of a concentration cell see more on wikipedia .  the equation you mentioned is also called the nernst equation .  eion mv biggllogfracionoutsideioninsidebiggr frackmathrmb tz mathrme biggllnfracionoutsideioninsidebiggr where kmathrmb is the boltzmann constant ,  t temperature k ,  mathrme elementary charge and z the number of elementary charges per ion in the case of na thus the mv come from frackmathrmb tmathrme ln as you can see ,  as the temperature increases ,  entropic effects gain strength and thus more ions move against the electric field ,  raising the membrane potential .  so your mv are not only empirical but also based on a well defined physical model .  and the equilibrium voltage of na is the same because at physiological conditons the intracellular concentration is ten times smaller than the extracellular .  thus logfracionoutsideioninside	model called number case effects move field potential based model times	expand
1634203	for cooking shredded red cabbage in a quart of water ,  salt ,  caraway seeds ,  and brown sugar .  then it says to drain cabbage when cooked and add vinegar and butter .  if i do this ,  won't i lose the sweetness that forms the basis of the sweet and sour ?  would it maintain flavor better to remove the lid and cook down the liquid and then add vinegar and butter ?  a red cabbage is usually braised ,  not boiled .  following the instructions listed in your recipe ,  you're going to lose the flavor of the caraway as well .  for german - style sweet and sour red cabbage i typically saute some diced onion and apple in sugar and butter until just golden ,  add the shredded cabbage and then cook a little until the cabbage is glazed .  add some beef stock along with red wine vinegar ,  bay leaf and salt and then braise lightly covered until cabbage has softened .  sprinkle some flour over the top and add add'l beef stock and red wine to this .  at the end ,  remove from heat and stir in a couple of tablespoons red cu	red water add forms basis add red style red add add stock red wine top add stock red wine end red	expand
1625766	s full species ,  the western cattle egret and the eastern cattle egret .  the eastern subspecies b .  ibis coromandus ,  described by pieter boddaert in  ,  breeds in asia and australasia ,  and the western subspecies b .  ibis ibis occupies the rest of the species range ,  including the americas .  the eastern subspecies b .  ibis coromandus differs from the nominate subspecies in breeding plumage in that the buff color on its head extends to the cheeks and throat ,  and the plumes are more golden in color .  b .  ibis usually feeds in seasonally inundated grasslands ,  pastures ,  farmlands ,  wetlands and rice paddies .  their name comes from their tendency to often accompany cattle or other large mammals in these areas ,  where they catch insects attracted to and small vertebrates disturbed by these animals .  originally native to parts of asia ,  africa and europe ,  b .  ibis has undergone a rapid expansion in its distribution and successfully colonized much of the rest of the world in the last century . 	full species rest species range including head large areas small rest world	expand
1621335	gh you are living in the active zone of tbe .  cases mild allergic symptoms allergic symptoms under control of montelukast asthma in control asthmatic symptoms bronchitis ,  rhinosinutis ,  repeated cough what are the risks of having this vaccine during allergic symptoms when you have mild asthma medication montelukast ?  i still think the risk of encephalitis is higher if you get tbe from nature than from vaccine .  are there really some cases where encephalitis is caused by the tbe vaccine ?  a interesting question !  the tick borne encephalitis vaccine is an inactivated vaccine .  it is therefore impossible to get the infection from the vaccine .  reports of fever have been noted but that is due to the body mounting an immune response not due to infection .  there are therefore no reports of encephalitis or other markers of infection following the vaccine .  not only may you have the tbe vaccine if you are asthmatic ,  but if you are at risk due to your lifestyle and location then ,  partic	living cases symptoms symptoms control control symptoms symptoms risk nature cases reports due body due reports risk due location	expand
1622102	atalytic subunits and two regulatory subunits .  see the image from the wikipedia article on pka each regulatory subunit r is binding two cyclic amp camp molecules and dissociates then from the protein complex .  this sets the catalytic subunits free ,  which can then transfer phosphate groups from atp to serine or threonine residues of target proteins .  among the target proteins is also the phosphodiesterase pde which gets activated by phosphorylation from pka .  activated pde hydrolyzes camp into amp which reduces the amount of free camp which is necessary for pka activation .  pka is also inactivated by phosphorylation .  in the cell you will find pka almost everywhere .  the traditional belief is that the protein is activated in the cytosol and enters the nucleus where it phosphorylates targets like creb which then subsequently binds the the cre sequence in gene promoters and activates this genes .  reference shows that pka is also activated in the nucleus ,  meaning that also the inactive	image article free groups target target amount free find traditional reference shows	expand
1628183	e begin to increase .  progesterone prepares the endometrium to receive and nourish a fertilized egg .  if pregnancy does not occur ,  estrogen and progesterone levels decrease .  the decrease in progesterone triggers menstruation the shedding of the uterine lining .  once the lining is completely shed ,  a new menstrual cycle begins .  acog the uterine lining secretes an anti - clotting factor during periods to assist the blood flow .  if the substance is not sufficient to overcome the natural clotting factor menstrual blood clots can form ,  a process known as hemostasis .  flow may slow down toward the end of a period ,  and blood can clump .  when women are reclining for a time ,  such as while sleeping ,  the discharge will pool ,  and blood clots will be dislodged when upon standing .  the blood darkens as it sits and sometimes looks brown or black .  during menstruation ,  the endometrial cells that line the uterus strip away and leave the body .  as this happens ,  the body releases proteins that cause the blood	increase blood blood form process end period blood women time blood blood line body body blood	expand
1636560	g vinegared water how does one remove the vinegar taste from eggs that are poached in water with vinegar added ?  would rinsing the eggs in a sugar solution help ?  a i assume you mean eggs that have been poached in water with vinegar added ?  i usually add vinegar to my poaching water when making poached eggs .  however ,  i rarely taste the vinegar .  i would suggest use less vinegar .  i use no more than a tablespoon for a shallow frying pan's worth of water use a milder vinegar like white wine vinegar ,  or even lemon juice use really fresh eggs if you can ,  in which case you don't even need vinegar lots of people use a saucepan full of water to poach eggs .  i used to ,  but always with inconsistent results .  usually the egg white would just disintegrate and form a foam .  now i use a small ,  shallow frying pan .  this means the egg white has less opportunity to disintegrate ,  and also means i need to use less vinegar to help the white set .  if rather than poaching you mean pickling ,  there's li	water water added water added water water white case people full water white form small means white means white set	expand
1641129	s ,  the longer they take to dry out .  arrange your sliced mushrooms on baking trays in a single layer .  bake your mushrooms for hour and remove from oven .  use some paper towel to gently dab any moisture that sweated out from your mushrooms .  turn your mushrooms over and cook for another hour .  by now your mushrooms should be completely dry .  if not ,  repeat steps and until they are dry .  allow them to cool ,  and then store them in an air - tight container in a cool ,  dark place .  your mushrooms are ready to store when they feel dry when you touch them .  they should still be flexible a good idea is to add a wad of paper towel at the bottom of the jar  -  just to absorb any moisture that might still be lurking around .  to rehydrate put your mushrooms in a bowl of warm water for minute or if you are in a hurry ,  bring a pot of water to the boil and simmer your mushrooms for minutes keep this liquid for stocks ,  soups and sauces by pouring the liquid into an i	dry single hour paper hour dry dry place feel dry good paper put water water minutes	expand
1606067	q what are these green  " bags "  on the ssj ?  i've seen some green  " bags "  on the ssj when they were building it .  what is the purpose of these ?  a that's cabin insulation  -  probably fiberglass .  it's not always in green bags blankets ,  and not always fiberglass ,  but some kind of insulation is necessary to help control temperature and reduce cabin noise air moving over the fuselage is really loud .  here are some other photos of different types of insulation basic fiberglass with a plastic backing ,  cut to fit .  fiberglass with either plastic or foil backings is commonly used because it is both light and inherently flame - retardant as long as the backing is fireproof it will not burn .  soundex  -  a sandiwch of acoustic foam ,  thermal insulating foam and aluminum foil  -  is a popular choice on propeller aircraft slightly heaver than fiberglass ,  but better at dampening sound .  foam padding similar to the foam used under carpets does a decent job at both sound a	green green building green control air light long choice sound similar job sound	expand
1621059	biopython error gt ; gt ; gt ;  from bio import seqio gt ; gt ; gt ;  for seqrecord in seqio . parse " lsorchid . fasta "  ,   " fasta "   .  .  .  printseqrecord . id file  " lt ; stdingt ;  "  ,  line printseqrecord . id indentationerror expected an indented block first i import the sequence and then whenever i try to print using this  "  printseqrecord . id "  i get this error indentationerror expected an indented block how can i preent that need help .  .  a biopython is a module of python and the language is structured in the same way .  this particular example does not make it clear how and where to find the files and extract the data you want .  first ,  you need to download the file and put it in a place where python will find it .  below i have an example where i was able to extract the record id .  i first set up a fasta file for my code to go through and then it adds the data to a list seq  .  the  " with open "  line joins my data files together .  the line ends with a  "  " 	file line make find data file put place find set file data list open line data line	expand
1615860	ano sis rear derailleur which needs fixing .  i took it off the wheel while i was fixing the puncture in the rear wheel .  now i am not able to fix it .  it keeps coming off when i am pedaling especially while going on the hills .  as you can see the fitting end is not a ring .  so it comes off easily .  also there is small bolt ,  not sure what it name is ,  is blocking the derailiuer going fully into the axle .  i need help please .  until this is fixed ,  i cant use the bike .  thanks in advance .  a what you need to do is ensure that the plate which the small bolt is attached to is located in the frame dropout .  you should see one side of it is curved to match up to the drop out .  you'll need either a philips screwdriver or a mm wrench to tighten the bolt and hold your reach mech in place .  i've attached a photo from shimano's tech doc illustrating what i mean .  once the rear mech is back in place ,  tighten your wheel nut up and ensure the wheel is central in the frame ,  this type of design allows the wh	coming end small ensure small side place back place ensure central type design	expand
1614078	mshoulsuugvjaihtaatizmbep a you can  " boot "  the tire .  this involves placing a piece of relatively stiff material inside the tire to cover the hole .  for smaller holes a piece of us currency which is printed on quite durable paper is often folded several times and inserted ,  but cm is about the limit for that .  you can buy a commercial  " boot "  that is a piece of plastic or stiff rubber designed for this duty ,  but they're a bit expensive and really only intended for cyclists to carry for emergency repairs on the road .  if you can get your hands on a scrap bicycle tire you can cut a boot from that .  generally you'd cut the piece from the sidewall ,  not the tread area because the sidewall is thinner ,  and for a cm cut in a tire you'd make the boot at least x cm ,  and ideally as large as you can manage .  you insert the boot in the tire ,  maybe with a spot of tire patch glue to keep it from shifting but make sure the glue doesn't ooze into contact with the tube and glue it in plac	piece piece paper times piece designed road cut cut piece area cut make large make contact	expand
1633975	how do you cook quinoa ?  i mean what equipment do you use electric cooker ,  pressure cooker ,  stove top ?  do you add spices or vegetables to it while cooking it ?  a quinoa naturally contains a bitter compound on the outside of the seed .  usually you have to rinse the quinoa to remove the bitterness but most commercial quinoa seems to have already been rinsed .  so ,  i no longer rinse my quinoa .  if you have time ,  it's nice to heat a pan and add the quinoa and toast it a little for a nutty flavor and fluffier texture ,  then add water and salt .  i typically bring the water to a boil cups water to cup quinoa plus tsp salt ,  cover and reduce the heat to a simmer for  -  minutes or until the little tails release .  lately i've found that using a rice cooker is a no - fuss way to prepare quinoa .  i usually just do quinoa ,  water and sea salt but you can add spices while cooking it if you want to enhance the flavor .  i would add vegetables afterwards .  quinoa is so quick - cooking i w	equipment top add time add add water bring water water cover minutes found water sea add add	expand
1637931	hat on top of the mound of apples .  we essentially just mixed most of it into the apples and then poured the remaining on top for the crust .  are there any suggestions for making crumple crust for apple pies ?  i guess one idea could be to add the crumble crust after the apples has reduced down a bit during baking .  a according to the crumb recipe on the epicurious website ,  the crumb mixture should be the texture of wet sand and then packed down on the mound of filling cup all purpose flour cup sugar cup packed golden brown sugar teaspoons ground cinnamon teaspoon salt tablespoons chilled unsalted butter ,  cut into  - inch cubes blend first ingredients in processor .  add chilled butter cubes ;  using onoff turns ,  cut in until mixture resembles wet sand .  after mounding the filling in the crust ,  pack topping over and around apples .  bake pie on baking sheet in pre - heated  - degree oven ,  until topping is golden ,  about	top top making idea add bit website cup cup cup ground cut add cut degree	expand
1633759	's right and wrong anyway .  .  . should i look more at a non - galizing sauce for a steak instead ?  a i use a similar recipe ,  unfortunately i don't remember the original source ,  but i've changed over time anyway .  things i don't use that you have in your recipe sugar jack daniels cider vinegar worcestershire sauce mustard things i do use lots of fresh ground spices .  typically or cloves ,  teaspoon of cumin seeds ,  tablespoon of fennel seeds ,  black pepper and salt .  fresh herbs ,  including rosemary ,  bay and thyme balsamic vinegar  -  about half a bottle of inexpensive stuff orange zest  -  zest of one whole orange smoked paprika  -  about heaped teaspoons olive oil  -  about tablespoons grind - up the spices and place in the marinade tray .  medium fine chop the fresh herbs leave the fresh bay leaves whole with the orange zest and a whole bulb of garlic ,  then add to the spice mixture .  to that add juice from an orange ,  the balsamic ,  followed by the ketchup and olive oil .  mix well .  score	original time things things fresh black fresh including half oil place fresh fresh add add oil	expand
1610515	d special sealant to be airtight on pressurized airliners ?  do rivets on airframe need a dedicated sealant ,  e . g .  epoxy ,  to be really airtight on a pressurized airliner ,  or is the expansion of the rivet shaft already sufficient ?  as a side note ,  how are carbon fiber panels joined with aluminum or titanium panels ?  a i banged rivets on a production line long ago .  the countersunk rivets used in the pressure hull depend on expansion of the shaft ,  but some rivets also have a slightly larger radius where the shank flares out into the head compared to a standard flush rivet ,  which forms a tighter seal when the rivet is set .  you don't actually apply sealant to the rivet itself .  the sealant ,  which is a crazy - sticky goo stuff not epoxy ,  it cures to a hard rubber consistency ,  gets everywhere when you are shooting rivets on the pressure hull because the faying surfaces the overlapping metal to metal surfaces are coated in sealant before assembly ,  which gets in the rivet holes the sea	special side note production line long head standard set hard	expand
1636563	serve with indian butter chicken murgh makhani ?  are there any kind of preferred techniques ,  or spicing perhaps ?  a basmati is classic .  i am particularly fond of brown basmati rice ,  which has more flavor than white basmati ,  but it takes longer to cook and will go rancid after months .  if basmati is not available ,  any long - grain rice will suffice ;  short - grain rice tends to be too sticky .  as for technique ,  rinse the rice until the rinse - water runs clear .  for every cup of rice ,  use cups of water and tsp salt .  bring the water to a boil ;  add the rice and salt and reduce the heat to a simmer .  cook covered until the liquid has been absorbed and the texture of the rice is tender .  for additions to the rice ,  you have loads of options .  you can add a pinch of saffron to the water for a vibrant yellow color and distinctive floral aroma if you just want color ,  add tsp ground turmeric .  you can add chunks of peeled ginger ,  cracked peppercorns ,  whole peeled garlic cloves ,  wh	rice white months long rice short rice rice water clear rice water bring water add rice rice rice add water add ground add	expand
1613149	t my front gears and have also been following a video to adjust the highlow position of my front derailleur .  the issue i am having is that the low adjustment is no where near the mm distance that the chain to front derailleur should attain .  the photos below also show the distance i can achieve .  now i am wondering ;  is the angle of my front derailleur is incorrect ?  if so ,  what should i line it up with ?  i have supplied a couple of photos .  please feel free to ask for additional info .  the photo was taken while the the rear gear was on the biggest cog and the front gear was on the smallest cog .  the chain is almost touching the front ,  pedal side of the derailleur and the chain is almost touching the derailleur at the back on the frame side .  thank you view from the top  -  click for larger view from the rear tyre forward .  click for larger a that derailleur appears to be rotated so that the  " tail "  of the derailleur plate is too far from the frame .  the ideal is to have the inside	front front issue front show front line free front front side back side view top click view click	expand
1624067	ct reasonable model .  in response to the comment below i'll cite rupp's biomolecular crystallography ,  the most comprehensive book on this subject .  refinement and restraints are covered in chapter  ,  model building and refinement .  an observation does not have to be an experimental observation measured data specific to the particular structure ,  but can be any type of general prior knowledge regarding molecular stereochemistry .  known stereochemistry can be exploited and implemented in macromolecular refinement in the form of geometric constraints and restraints .   .  .  .  we know from accurate and precise small molecule and peptide fragment structures  .  .  .  that bond lengths and bond angles show distinct and relatively narrow distributions around their mean positions .   .  .  .  refinement programs read restraint target values specific for each residue and each ligand molecule from restraint library files ,  which are subject to continuous empirical update .  the v	book subject building data specific general form small show read specific subject	expand
1626065	roscopy uses single photon of laser light to excite the molecule of fluorescent dye .  in two photon microscopy you use two photons ,  with lower energy ,  which cannot excite the molecule of dye on their own ,  but their interference in a specific place leads to summation of their energies and to excitation .  this has benefits such as decreased phototoxicity and increased precision resolution especially in z - plane .  how does the implement look like ?  does all relevant genetically engineered neurons light in the same color ?  there are two types of fluorescent dyes for  - photon ca imagining .  since you want to measure local concentration of ca ,  you can either use a chemical which chelates the calcium ions and changes its conformation and fluorescent properties based on that e . g .  fura -  .  alternatively ,  you can prepare fused protein from calmodulin calcium modulated protein and some fluorescent protein e . g .  gfp and transfect the cells with this product .  this means you can tra	single light energy place benefits light ca local ca based product means	expand
1635935	sh in sushi must be cooked ?  sushi fish is raw .  .  .  except for eel ,  which is a fish but is cooked .  are there other types of fish that are cooked in sushi ?  is this a food safety issue ?  e . g .  shrimpcrabseafood which aren't served raw either a all of the following are generally cooked items shrimp ,  ebi ,  available raw in sashimi ,  but almost always lightly poached .  the poaching brings out sweet and subtle flavors otherwise masked by a metallic tang .  it also prevents the highly perishable shrimp from losing texture to spoilage .  octopus ,  tako ,  available raw in sashimi when sliced very thinly ,  but otherwise poached lightly .  the poaching reduces toughness and brings out additional flavors in an otherwise bland meat .  eel ,  unagi ,  as you noted ,  is always grilled ,  and steamed .  this is necessary to achieve the truly transcendent flavor and texture of unagi .  in fact ,  the cooking of eel is such a challenge that it is generally a whole separate chef profession in japan .  most eel comes f	fish fish types fish food safety issue generally items highly additional fact generally	expand
1624545	ere atp is synthesised .  however ,  i can't find what the function of the alpha subunit is .  a source would be appreciated .  a wikipedia tends to answer your question by this emphasis mine in f - atpases ,  there are three copies each of the alpha and beta subunits that form the catalytic core of the f complex ,  while the remaining f subunits gamma ,  delta ,  epsilon form part of the stalks .  there is a substrate - binding site on each of the alpha and beta subunits ,  those on the beta subunits being catalytic ,  while those on the alpha subunits are regulatory .  the alpha and beta subunits form a cylinder that is attached to the central stalk .  the alphabeta subunits undergo a sequence of conformational changes leading to the formation of atp from adp ,  which are induced by the rotation of the gamma subunit ,  itself is driven by the movement of protons through the f complex c subunit .  for above information ,  wikipedia cites this .  i have put some info from it below .  from introduction	find question form complex form part site form central leading complex information put	expand
1615622	n using the stock mounting brackets .  this causes a large shadow from the front wheel that we both don't like .  so ,  i'm looking for racks that have a provision for mounting a light these lights have a mm wide mount that takes a bolt running perpendicular to the beam axis .  does any one have suggestions ?  a the rack i ended up getting was the racktime top - it .  it mounts the light on the centerline in front of the rack just below the top deck of the rack .  this is pretty much where peter white says the light is designed to go .  there is just enough room to mount a bamp ; m cyo ,  a bigger light probably wouldn't fit .  the location is good ,  it pretty well eliminates the shadow of your front wheel .  here's a photo from ecovelo that shows the rack and light pretty well .  on a kona sutra the rack mounts a bit lower and further forward to get the rack deck level .  i ran the wires up the diagonal strut inside a length of aluminum tubing to protect them from the pannier hooks .  source ecovelo . inf	large front light wide top light front top light designed room light location good front light level	expand
1627752	decrease due to the narrow pore in a voltage - gated potassium channel ?  if you have a voltage - gated potassium channel that do not inactivate ,  at which voltage would you see decrease in ion conductance related to the narrow path in the pore ?  with that said i know that in a solutions with other ions there is a possibility that the high driving force eventually will lead to blockage of the pore by other ions .  this is more of a theoretical question .  a there is a point where diffusion into the pore can be a limiting factor in the channel's conductance .  if the trans - membrane voltage and the recording solution viscosity are high enough ,  unitary ionic current departs the ohms law ;  approaching a plateau .  this asymptotic saturation amplitude represents the diffusion limited rate with which ions approach the channel entrance .  the bigger the pore entrance ,  or the higher the ion concentration ,  or the larger the diffusion coefficient ,  the higher is the limiting asymptotic current .  the pore	due channel channel high lead point high current law rate approach channel higher higher current	expand
1637576	sted in a restaurant a temaki corncone that had sliced teriyaki beef steak in it which was splendid .  i am trying to achieve that .  i have tried frying and grilling but both come out hard .  marinating for  - hours each time .  what could i be doing wrong ?  a any number of things can go wrong .  is your flesh cut correctly ,  that is ,  against the grain ?  hint if you see a string ,  it's cut with the grain and will affect tenderness .  has your flesh properly aged ?  enzymes in the meat dissolve the tissue ,  making it naturally tender .  days is recommended .  you marinade too long .   -  minutes is recommended here for your cuts .  you cook the meat too long .  a thin slice should be fried on high heat for a short time .  restaurants get better meat .  fact of life .  edit basic saut method .  heat the pan .  the pan is hot when a drop of water becomes steam instantly .  add some oil and heat it .  it should become very hot very quick .  look for wrinkles on the surface .  add the meat .  when you see a drop of 'b	time number things making days long long high time life water add add	expand
